postalcode,group,region,state,lat,lon,quantity
33458,SO3,South,Florida,26.9362,-80.1311,1
33445,SO3,South,Florida,26.4556,-80.1054,11
33437,SO3,South,Florida,26.5115,-80.149,28
33433,SO3,South,Florida,26.3473,-80.159,8
33407,SO3,South,Florida,26.7683,-80.1139,11
33319,SO3,South,Florida,26.1824,-80.226,15
33317,SO3,South,Florida,26.1117,-80.2256,45
33311,SO3,South,Florida,26.1442,-80.1732,65
33180,SO3,South,Florida,25.9613,-80.1421,104
33178,SO3,South,Florida,25.8432,-80.3938,73
33161,SO3,South,Florida,25.8934,-80.1823,6
33142,SO3,South,Florida,25.8111,-80.2404,38
33134,SO3,South,Florida,25.7538,-80.2706,6
33068,SO3,South,Florida,26.2156,-80.2173,12
33065,SO3,South,Florida,26.2725,-80.2948,21
33063,SO3,South,Florida,26.2515,-80.2098,3
33030,SO3,South,Florida,25.4801,-80.5354,5
33024,SO3,South,Florida,26.0263,-80.2451,47
33023,SO3,South,Florida,25.9888,-80.2145,41
33021,SO3,South,Florida,26.0232,-80.1878,44
33012,SO3,South,Florida,25.8666,-80.3019,76
32935,SO3,South,Florida,28.139,-80.6518,2
32839,SO3,South,Florida,28.4915,-81.4085,39
32771,SO3,South,Florida,28.8136,-81.3157,9
32725,SO3,South,Florida,28.8905,-81.2455,19
32712,SO3,South,Florida,28.7401,-81.5087,31
32303,SO3,South,Florida,30.4974,-84.3328,89
32216,SO3,South,Florida,30.2784,-81.583,248
32174,SO3,South,Florida,29.2883,-81.1751,3
32137,SO3,South,Florida,29.5872,-81.2413,20
32127,SO3,South,Florida,29.1075,-80.9783,1
32114,SO3,South,Florida,29.1937,-81.0495,10
36830,SO2,South,Alabama,32.4904,-85.4935,16
36116,SO2,South,Alabama,32.2792,-86.2214,48
35401,SO2,South,Alabama,33.1733,-87.6152,9
35244,SO2,South,Alabama,33.3547,-86.8238,15
31907,SO2,South,Georgia,32.4636,-84.8343,258
31204,SO2,South,Georgia,32.8505,-83.6755,24
31088,SO2,South,Georgia,32.5958,-83.6271,10
30605,SO2,South,Georgia,33.9045,-83.3228,30
30344,SO2,South,Georgia,33.682,-84.4657,7
30328,SO2,South,Georgia,33.9322,-84.386,47
30318,SO2,South,Georgia,33.7924,-84.4476,156
30188,SO2,South,Georgia,34.1195,-84.4541,16
30080,SO2,South,Georgia,33.8798,-84.5052,60
30076,SO2,South,Georgia,34.0109,-84.3163,64
30062,SO2,South,Georgia,33.9992,-84.4691,33
37918,SO1,South,Tennessee,36.0597,-83.9105,81
37620,SO1,South,Tennessee,36.5557,-82.1018,14
37604,SO1,South,Tennessee,36.2992,-82.3824,43
29730,SO1,South,South Carolina,34.8854,-81.0224,3
29501,SO1,South,South Carolina,34.2067,-79.8246,29
29483,SO1,South,South Carolina,33.0325,-80.2329,10
29464,SO1,South,South Carolina,32.8208,-79.8557,6
29406,SO1,South,South Carolina,32.9229,-80.0487,5
29203,SO1,South,South Carolina,34.1026,-81.0406,119
28806,SO1,South,North Carolina,35.5447,-82.6075,28
28601,SO1,South,North Carolina,35.7722,-81.3236,5
28540,SO1,South,North Carolina,34.7292,-77.4876,181
28403,SO1,South,North Carolina,34.2266,-77.8702,37
28314,SO1,South,North Carolina,35.0606,-79.0148,117
28205,SO1,South,North Carolina,35.2197,-80.7873,243
28110,SO1,South,North Carolina,35.0686,-80.5269,22
28052,SO1,South,North Carolina,35.2235,-81.2333,16
28027,SO1,South,North Carolina,35.39,-80.6742,44
27893,SO1,South,North Carolina,35.6946,-77.9063,20
27834,SO1,South,North Carolina,35.6598,-77.3961,27
27707,SO1,South,North Carolina,35.9568,-78.9545,33
27604,SO1,South,North Carolina,35.8155,-78.5658,77
27534,SO1,South,North Carolina,35.3707,-77.9069,3
27514,SO1,South,North Carolina,35.9693,-79.0452,3
27511,SO1,South,North Carolina,35.7634,-78.784,19
27405,SO1,South,North Carolina,36.1136,-79.7346,50
27360,SO1,South,North Carolina,35.8574,-80.0991,12
27217,SO1,South,North Carolina,36.1953,-79.3859,46
24153,MA2,South,Virginia,37.3006,-80.1157,49
23666,MA2,South,Virginia,37.0584,-76.4083,48
23602,MA2,South,Virginia,37.1158,-76.5182,43
23464,MA2,South,Virginia,36.7928,-76.1789,62
23434,MA2,South,Virginia,36.7032,-76.5879,32
23320,MA2,South,Virginia,36.7538,-76.2253,72
23223,MA2,South,Virginia,37.5566,-77.3797,113
22980,MA2,South,Virginia,38.0948,-78.8889,32
22901,MA2,South,Virginia,38.0899,-78.5556,7
22801,MA2,South,Virginia,38.4045,-78.8755,25
22304,MA2,South,Virginia,38.8138,-77.1149,84
22204,MA2,South,Virginia,38.8608,-77.0978,128
22153,MA2,South,Virginia,38.7442,-77.2358,198
21740,MA2,East,Maryland,39.6339,-77.7417,6
21215,MA2,East,Maryland,39.3458,-76.6836,184
21044,MA2,East,Maryland,39.2101,-76.8843,90
20877,MA2,East,Maryland,39.1403,-77.1865,5
20852,MA2,East,Maryland,39.0508,-77.1261,11
20735,MA2,East,Maryland,38.7481,-76.9079,119
20707,MA2,East,Maryland,39.0969,-76.884,5
20016,MA2,East,District of Columbia,38.9393,-77.0903,40
44312,MA1,East,Ohio,41.0152,-81.4425,65
44256,MA1,East,Ohio,41.1407,-81.8585,38
44240,MA1,East,Ohio,41.14,-81.3653,20
44221,MA1,East,Ohio,41.1394,-81.4767,13
44134,MA1,East,Ohio,41.3846,-81.7043,40
44107,MA1,East,Ohio,41.482,-81.8012,76
44105,MA1,East,Ohio,41.4499,-81.633,138
44060,MA1,East,Ohio,41.6778,-81.3273,15
44052,MA1,East,Ohio,41.4671,-82.1443,35
44035,MA1,East,Ohio,41.3662,-82.129,1
26003,MA1,East,West Virginia,40.0855,-80.6531,18
16602,MA1,East,Pennsylvania,40.5099,-78.3758,9
14701,MA1,East,New York,42.0812,-79.2566,9
14304,MA1,East,New York,43.0997,-78.9524,12
14215,MA1,East,New York,42.9342,-78.8111,46
